Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Begin Date,Begin Hour,Begin Date Time,Begin Path,Begin File,File Offset (s),Delta Time (s),Energy,Tag,Notes,publicid
244,Spectrogram 1,2,12103684.19,12103759.53,0,144,6/7/2016,4,08:04.2,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160607\L7910NZ01_002K_M05_multi_20160607_040000Z.aif,L7910NZ01_002K_M05_multi_20160607_040000Z.aif,484.186,75.3488,30.702,EQ,,2016p427491
245,Spectrogram 1,3,12103686.28,12103760.23,0,147.1,6/7/2016,4,08:06.3,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160607\L7910NZ01_002K_M05_multi_20160607_040000Z.aif,L7910NZ01_002K_M05_multi_20160607_040000Z.aif,486.279,73.9535,32.215,EQ,,2016p427491
246,Spectrogram 1,4,12103687.67,12103770,0,143.7,6/7/2016,4,08:07.7,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160607\L7910NZ01_002K_M05_multi_20160607_040000Z.aif,L7910NZ01_002K_M05_multi_20160607_040000Z.aif,487.6745,82.3256,28.822,EQ,,2016p427491
247,Spectrogram 1,5,12103698.14,12103790.23,0,142.5,6/7/2016,4,08:18.1,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160607\L7910NZ01_002K_M05_multi_20160607_040000Z.aif,L7910NZ01_002K_M05_multi_20160607_040000Z.aif,498.1395,92.093,15.227,EQ,,2016p427491
248,Spectrogram 1,1,12454629.07,12454691.86,0,137.5,6/11/2016,5,37:09.1,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160611\L7910NZ01_002K_M05_multi_20160611_053000Z.aif,L7910NZ01_002K_M05_multi_20160611_053000Z.aif,429.07,62.7907,10.657,EQ,,2016p438469
249,Spectrogram 1,2,12454610.23,12454689.77,0,147,6/11/2016,5,36:50.2,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160611\L7910NZ01_002K_M05_multi_20160611_053000Z.aif,L7910NZ01_002K_M05_multi_20160611_053000Z.aif,410.2325,79.5349,20.272,EQ,,2016p438469
250,Spectrogram 1,3,12454612.33,12454690.47,0,144.2,6/11/2016,5,36:52.3,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160611\L7910NZ01_002K_M05_multi_20160611_053000Z.aif,L7910NZ01_002K_M05_multi_20160611_053000Z.aif,412.3255,78.1395,29.016,EQ,,2016p438469
251,Spectrogram 1,4,12454622.79,12454700.23,0,143.7,6/11/2016,5,37:02.8,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160611\L7910NZ01_002K_M05_multi_20160611_053000Z.aif,L7910NZ01_002K_M05_multi_20160611_053000Z.aif,422.7905,77.4419,14.816,EQ,,2016p438469
252,Spectrogram 1,1,12491877.91,12491960.23,0,137.5,6/11/2016,15,57:57.9,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160611\L7910NZ01_002K_M05_multi_20160611_154500Z.aif,L7910NZ01_002K_M05_multi_20160611_154500Z.aif,777.907,82.3256,14.328,EQ,,2016p439634
253,Spectrogram 1,2,12491857.67,12491949.77,0,144,6/11/2016,15,57:37.7,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160611\L7910NZ01_002K_M05_multi_20160611_154500Z.aif,L7910NZ01_002K_M05_multi_20160611_154500Z.aif,757.6745,92.093,22.584,EQ,,2016p439634
254,Spectrogram 1,3,12491854.19,12491951.16,0,144.2,6/11/2016,15,57:34.2,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160611\L7910NZ01_002K_M05_multi_20160611_154500Z.aif,L7910NZ01_002K_M05_multi_20160611_154500Z.aif,754.186,96.9767,34.252,EQ,,2016p439634
255,Spectrogram 1,4,12491858.37,12491944.88,0,140.6,6/11/2016,15,57:38.4,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160611\L7910NZ01_002K_M05_multi_20160611_154500Z.aif,L7910NZ01_002K_M05_multi_20160611_154500Z.aif,758.372,86.5116,25.043,EQ,,2016p439634
256,Spectrogram 1,5,12491868.84,12491950.47,0,142.5,6/11/2016,15,57:48.8,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160611\L7910NZ01_002K_M05_multi_20160611_154500Z.aif,L7910NZ01_002K_M05_multi_20160611_154500Z.aif,768.837,81.6279,17.445,EQ,,2016p439634
257,Spectrogram 1,1,12674909.3,12674979.07,0,140.6,6/13/2016,18,48:29.3,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160613\L7910NZ01_002K_M05_multi_20160613_184500Z.aif,L7910NZ01_002K_M05_multi_20160613_184500Z.aif,209.3025,69.7674,10.355,EQ,,2016p445360
258,Spectrogram 1,2,12674907.91,12674972.79,0,141,6/13/2016,18,48:27.9,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160613\L7910NZ01_002K_M05_multi_20160613_184500Z.aif,L7910NZ01_002K_M05_multi_20160613_184500Z.aif,207.907,64.8837,14.421,EQ,,2016p445360
259,Spectrogram 1,3,12674913.49,12674990.23,0,141.3,6/13/2016,18,48:33.5,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160613\L7910NZ01_002K_M05_multi_20160613_184500Z.aif,L7910NZ01_002K_M05_multi_20160613_184500Z.aif,213.4885,76.7442,16.313,EQ,,2016p445360
260,Spectrogram 1,1,12901116.28,12901189.53,0,143.7,6/16/2016,9,38:36.3,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160616\L7910NZ01_002K_M05_multi_20160616_093000Z.aif,L7910NZ01_002K_M05_multi_20160616_093000Z.aif,516.279,73.2558,11.672,EQ,,2016p452435
261,Spectrogram 1,2,12901099.53,12901198.6,0,141,6/16/2016,9,38:19.5,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160616\L7910NZ01_002K_M05_multi_20160616_093000Z.aif,L7910NZ01_002K_M05_multi_20160616_093000Z.aif,499.535,99.0698,26.254,EQ,,2016p452435
262,Spectrogram 1,3,12901097.44,12901191.63,0,144.2,6/16/2016,9,38:17.4,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160616\L7910NZ01_002K_M05_multi_20160616_093000Z.aif,L7910NZ01_002K_M05_multi_20160616_093000Z.aif,497.442,94.186,39.604,EQ,,2016p452435
263,Spectrogram 1,4,12901110,12901201.4,0,146.9,6/16/2016,9,38:30.0,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160616\L7910NZ01_002K_M05_multi_20160616_093000Z.aif,L7910NZ01_002K_M05_multi_20160616_093000Z.aif,510,91.3953,22.354,EQ,,2016p452435
264,Spectrogram 1,5,12901124.65,12901209.07,0,135,6/16/2016,9,38:44.7,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160616\L7910NZ01_002K_M05_multi_20160616_093000Z.aif,L7910NZ01_002K_M05_multi_20160616_093000Z.aif,524.651,84.4186,8.918,EQ,,2016p452435
265,Spectrogram 1,1,13401085.12,13401171.63,0,143.7,6/22/2016,4,31:25.1,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160622\L7910NZ01_002K_M05_multi_20160622_043000Z.aif,L7910NZ01_002K_M05_multi_20160622_043000Z.aif,85.1165,86.5116,17.025,EQ,,2016p468073
266,Spectrogram 1,2,13401073.95,13401163.95,0,144,6/22/2016,4,31:14.0,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160622\L7910NZ01_002K_M05_multi_20160622_043000Z.aif,L7910NZ01_002K_M05_multi_20160622_043000Z.aif,73.9535,90,24.538,EQ,,2016p468073
267,Spectrogram 1,3,13401072.56,13401159.77,0,147.1,6/22/2016,4,31:12.6,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160622\L7910NZ01_002K_M05_multi_20160622_043000Z.aif,L7910NZ01_002K_M05_multi_20160622_043000Z.aif,72.558,87.2093,33.979,EQ,,2016p468073
268,Spectrogram 1,4,13401076.05,13401160.47,0,146.9,6/22/2016,4,31:16.0,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160622\L7910NZ01_002K_M05_multi_20160622_043000Z.aif,L7910NZ01_002K_M05_multi_20160622_043000Z.aif,76.0465,84.4186,30.965,EQ,,2016p468073
269,Spectrogram 1,5,13401086.51,13401168.14,0,146.2,6/22/2016,4,31:26.5,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160622\L7910NZ01_002K_M05_multi_20160622_043000Z.aif,L7910NZ01_002K_M05_multi_20160622_043000Z.aif,86.5115,81.6279,17.403,EQ,,2016p468073
270,Spectrogram 1,1,13465559.3,13465633.95,0,140.6,6/22/2016,22,25:59.3,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160622\L7910NZ01_002K_M05_multi_20160622_221500Z.aif,L7910NZ01_002K_M05_multi_20160622_221500Z.aif,659.3025,74.6512,12.907,EQ,,2016p470092
271,Spectrogram 1,2,13465546.74,13465621.4,0,141,6/22/2016,22,25:46.7,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160622\L7910NZ01_002K_M05_multi_20160622_221500Z.aif,L7910NZ01_002K_M05_multi_20160622_221500Z.aif,646.744,74.6512,23.294,EQ,,2016p470092
272,Spectrogram 1,3,13465547.44,13465631.16,0,147.1,6/22/2016,22,25:47.4,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160622\L7910NZ01_002K_M05_multi_20160622_221500Z.aif,L7910NZ01_002K_M05_multi_20160622_221500Z.aif,647.442,83.7209,32.528,EQ,,2016p470092
273,Spectrogram 1,4,13465557.91,13465633.26,0,146.9,6/22/2016,22,25:57.9,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160622\L7910NZ01_002K_M05_multi_20160622_221500Z.aif,L7910NZ01_002K_M05_multi_20160622_221500Z.aif,657.907,75.3488,21.138,EQ,,2016p470092
274,Spectrogram 1,5,13465569.77,13465640.23,0,138.7,6/22/2016,22,26:09.8,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160622\L7910NZ01_002K_M05_multi_20160622_221500Z.aif,L7910NZ01_002K_M05_multi_20160622_221500Z.aif,669.7675,70.4651,9.332,EQ,,2016p470092
275,Spectrogram 1,1,13603172.09,13603253.02,0,128.1,6/24/2016,12,39:32.1,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160624\L7910NZ01_002K_M05_multi_20160624_123000Z.aif,L7910NZ01_002K_M05_multi_20160624_123000Z.aif,572.093,80.9302,21.771,EQ,,2016p474397
276,Spectrogram 1,2,13603155.35,13603251.63,0,146.7,6/24/2016,12,39:15.3,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160624\L7910NZ01_002K_M05_multi_20160624_123000Z.aif,L7910NZ01_002K_M05_multi_20160624_123000Z.aif,555.349,96.2791,29.149,EQ,,2016p474397
277,Spectrogram 1,3,13603145.58,13603248.84,0,141.3,6/24/2016,12,39:05.6,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160624\L7910NZ01_002K_M05_multi_20160624_123000Z.aif,L7910NZ01_002K_M05_multi_20160624_123000Z.aif,545.5815,103.2558,39.832,EQ,,2016p474397
278,Spectrogram 1,4,13603153.95,13603248.84,0,146.9,6/24/2016,12,39:14.0,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160624\L7910NZ01_002K_M05_multi_20160624_123000Z.aif,L7910NZ01_002K_M05_multi_20160624_123000Z.aif,553.9535,94.8837,31.742,EQ,,2016p474397
279,Spectrogram 1,5,13603165.81,13603260,0,138.7,6/24/2016,12,39:25.8,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160624\L7910NZ01_002K_M05_multi_20160624_123000Z.aif,L7910NZ01_002K_M05_multi_20160624_123000Z.aif,565.814,94.186,22.822,EQ,,2016p474397
280,Spectrogram 1,1,13915082.09,13915180.47,0,138.5,6/28/2016,3,18:02.1,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160628\L7910NZ01_002K_M05_multi_20160628_031500Z.aif,L7910NZ01_002K_M05_multi_20160628_031500Z.aif,182.093,98.3721,19.959,EQ,,2016p484154
281,Spectrogram 1,2,13915068.84,13915162.33,0,133.7,6/28/2016,3,17:48.8,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160628\L7910NZ01_002K_M05_multi_20160628_031500Z.aif,L7910NZ01_002K_M05_multi_20160628_031500Z.aif,168.837,93.4884,28.477,EQ,,2016p484154
282,Spectrogram 1,3,13915067.44,13915153.26,0,141.3,6/28/2016,3,17:47.4,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160628\L7910NZ01_002K_M05_multi_20160628_031500Z.aif,L7910NZ01_002K_M05_multi_20160628_031500Z.aif,167.442,85.814,40.553,EQ,,2016p484154
283,Spectrogram 1,4,13915070.23,13915170,0,140.6,6/28/2016,3,17:50.2,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160628\L7910NZ01_002K_M05_multi_20160628_031500Z.aif,L7910NZ01_002K_M05_multi_20160628_031500Z.aif,170.2325,99.7674,30.824,EQ,,2016p484154
284,Spectrogram 1,5,13915084.88,13915172.09,0,142.5,6/28/2016,3,18:04.9,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160628\L7910NZ01_002K_M05_multi_20160628_031500Z.aif,L7910NZ01_002K_M05_multi_20160628_031500Z.aif,184.8835,87.2093,17.642,EQ,,2016p484154
